C,ID,NIVEL_COMBUSTIBLE,NIVEL_AGUA,HOROMETRO,SWITCH_ACEITE_MOTOR,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,ST_MOTOR,ST_SIS_MEGA,ST_BOMBA,ST_MONITOR,ST_ASP1,ST_ASP2,ST_ASP3,ST_ASP4,ST_CARRETE,ST_DESCARGA,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,GPS_TIEMPO,LATITUD,HEMISFERIO,LONGITUD,MERIDIANO,ALTITUD,ALT_MEDIDA,VELOCIDAD,FECHA_HORA_SIS\r\n
D,CC42,64.58,2.0,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035912,1632.8690,S,07135.5246,W,2693.8,M,000.0,2021/09/07 20:59:12
D,CC42,64.58,2.0,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035914,1632.8690,S,07135.5246,W,2693.8,M,000.0,2021/09/07 20:59:14
D,CC42,64.57,2.0,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035915,1632.8689,S,07135.5246,W,2693.8,M,000.0,2021/09/07 20:59:15
D,CC42,64.58,2.0,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035916,1632.8690,S,07135.5246,W,2693.8,M,000.0,2021/09/07 20:59:16
D,CC42,64.59,2.0,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035917,1632.8690,S,07135.5246,W,2693.8,M,000.0,2021/09/07 20:59:17
D,CC42,64.61,2.0,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035918,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:18
D,CC42,64.6,2.0,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035919,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:19
D,CC42,64.59,2.0,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035920,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:20
D,CC42,64.58,2.0,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035921,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:21
D,CC42,64.58,2.0,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035922,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:22
D,CC42,64.58,2.0,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035923,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:23
D,CC42,64.59,2.0,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035925,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:25
D,CC42,64.58,2.0,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035926,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:26
D,CC42,64.57,2.0,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035927,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:27
D,CC42,64.56,2.0,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035928,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:28
D,CC42,64.58,2.0,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035929,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:29
D,CC42,64.59,2.0,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035930,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:30
D,CC42,64.59,2.0,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035931,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:31
D,CC42,64.6,2.13,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035932,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:32
D,CC42,64.62,2.13,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035933,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:33
D,CC42,64.64,2.26,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035935,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:35
D,CC42,64.65,2.39,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035936,1632.8690,S,07135.5246,W,2693.8,M,000.0,2021/09/07 20:59:36
D,CC42,64.67,2.51,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035937,1632.8690,S,07135.5246,W,2693.8,M,000.0,2021/09/07 20:59:37
D,CC42,64.69,2.64,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035938,1632.8690,S,07135.5246,W,2693.8,M,000.0,2021/09/07 20:59:38
D,CC42,64.71,2.77,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035939,1632.8690,S,07135.5246,W,2693.8,M,000.0,2021/09/07 20:59:39
D,CC42,64.72,2.9,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035940,1632.8690,S,07135.5246,W,2693.8,M,000.0,2021/09/07 20:59:40
D,CC42,64.73,3.03,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035941,1632.8690,S,07135.5246,W,2693.8,M,000.0,2021/09/07 20:59:41
D,CC42,64.74,3.16,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035942,1632.8690,S,07135.5246,W,2693.8,M,000.0,2021/09/07 20:59:42
D,CC42,64.76,3.29,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035943,1632.8690,S,07135.5246,W,2693.8,M,000.0,2021/09/07 20:59:43
D,CC42,64.76,3.42,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035945,1632.8690,S,07135.5246,W,2693.8,M,000.0,2021/09/07 20:59:44
D,CC42,64.76,3.54,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035946,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:46
D,CC42,64.78,3.67,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035947,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:47
D,CC42,64.77,3.8,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035948,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:48
D,CC42,64.77,3.93,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035949,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:49
D,CC42,64.77,4.06,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035950,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:50
D,CC42,64.76,4.19,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035951,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:51
D,CC42,64.77,4.32,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035952,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:52
D,CC42,64.77,4.45,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035953,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:53
D,CC42,64.77,4.57,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035954,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:54
D,CC42,64.77,4.7,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035956,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:55
D,CC42,64.76,4.83,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035957,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:57
D,CC42,64.75,4.96,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035958,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:58
D,CC42,64.74,5.09,9877.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,035959,1632.8690,S,07135.5246,W,2693.9,M,000.0,2021/09/07 20:59:59
